"PUBLISHER","AD_FORMAT","DEVICE_TYPE","GEO_METRO","IMPRESSIONS","PURCHASES","PURCHASE_RATE_PCT","YIELD_MULTIPLIER","BID_MULTIPLIER","FLOOR_TIER"
"foxnews.com","banner",6,"Houston",954,5,0.524,0.49,0.49,"DISCOUNT"
"people.com","banner",1,"Denver",954,5,0.524,0.49,0.49,"DISCOUNT"
"techcrunch.com","banner",1,"Philadelphia",950,5,0.526,0.49,0.49,"DISCOUNT"
"buzzfeed.com","banner",5,"Atlanta",975,5,0.513,0.48,0.48,"DISCOUNT"
"espn.com","banner",6,"Dallas-Ft. Worth",979,5,0.511,0.48,0.48,"DISCOUNT"
"foxnews.com","banner",4,"Houston",975,5,0.513,0.48,0.48,"DISCOUNT"
"foxnews.com","banner",4,"Philadelphia",978,5,0.511,0.48,0.48,"DISCOUNT"
"tmz.com","banner",5,"New York",978,5,0.511,0.48,0.48,"DISCOUNT"
"forbes.com","banner",5,"Philadelphia",976,5,0.512,0.48,0.48,"DISCOUNT"
"techcrunch.com","banner",3,"Los Angeles",971,5,0.515,0.48,0.48,"DISCOUNT"
"cnet.com","banner",6,"Denver",974,5,0.513,0.48,0.48,"DISCOUNT"
"cnet.com","banner",4,"Miami",962,5,0.52,0.48,0.48,"DISCOUNT"
"techcrunch.com","banner",5,"Los Angeles",970,5,0.515,0.48,0.48,"DISCOUNT"
"cnet.com","banner",4,"Los Angeles",967,5,0.517,0.48,0.48,"DISCOUNT"
"weather.com","banner",3,"Chicago",960,5,0.521,0.48,0.48,"DISCOUNT"
"buzzfeed.com","banner",6,"New York",979,5,0.511,0.48,0.48,"DISCOUNT"
"theverge.com","banner",2,"Phoenix",961,5,0.52,0.48,0.48,"DISCOUNT"
"nytimes.com","banner",2,"Denver",958,1,0.104,0.1,0.3,"DISCOUNT"
"cnn.com","banner",6,"Phoenix",931,1,0.107,0.1,0.3,"DISCOUNT"
"theverge.com","banner",6,"Philadelphia",904,1,0.111,0.1,0.3,"DISCOUNT"
"forbes.com","banner",6,"Phoenix",932,1,0.107,0.1,0.3,"DISCOUNT"
"techcrunch.com","banner",5,"Philadelphia",921,1,0.109,0.1,0.3,"DISCOUNT"
"tmz.com","banner",1,"Phoenix",924,1,0.108,0.1,0.3,"DISCOUNT"
"forbes.com","banner",2,"Denver",943,1,0.106,0.1,0.3,"DISCOUNT"
"forbes.com","banner",2,"Chicago",934,1,0.107,0.1,0.3,"DISCOUNT"
"theverge.com","banner",2,"Philadelphia",921,1,0.109,0.1,0.3,"DISCOUNT"
"bbc.com","banner",2,"Denver",945,1,0.106,0.1,0.3,"DISCOUNT"
"cnn.com","banner",6,"Dallas-Ft. Worth",967,1,0.103,0.1,0.3,"DISCOUNT"
"buzzfeed.com","banner",2,"Philadelphia",972,1,0.103,0.1,0.3,"DISCOUNT"
"techcrunch.com","banner",2,"Denver",949,1,0.105,0.1,0.3,"DISCOUNT"
"variety.com","banner",6,"Chicago",965,1,0.104,0.1,0.3,"DISCOUNT"
"cnn.com","banner",2,"Atlanta",934,1,0.107,0.1,0.3,"DISCOUNT"
"cnet.com","banner",2,"Philadelphia",940,1,0.106,0.1,0.3,"DISCOUNT"
"forbes.com","banner",2,"Los Angeles",907,1,0.11,0.1,0.3,"DISCOUNT"
"variety.com","banner",2,"Chicago",973,1,0.103,0.1,0.3,"DISCOUNT"
"nytimes.com","banner",2,"Phoenix",924,1,0.108,0.1,0.3,"DISCOUNT"
"foxnews.com","banner",6,"Chicago",947,1,0.106,0.1,0.3,"DISCOUNT"
"buzzfeed.com","banner",5,"Chicago",971,1,0.103,0.1,0.3,"DISCOUNT"
"foxnews.com","banner",2,"Dallas-Ft. Worth",939,1,0.106,0.1,0.3,"DISCOUNT"
"variety.com","banner",1,"Dallas-Ft. Worth",961,1,0.104,0.1,0.3,"DISCOUNT"
"forbes.com","banner",5,"Los Angeles",924,1,0.108,0.1,0.3,"DISCOUNT"
"people.com","banner",2,"Denver",942,1,0.106,0.1,0.3,"DISCOUNT"
"cnn.com","banner",2,"Phoenix",971,1,0.103,0.1,0.3,"DISCOUNT"
"cnn.com","native",7,"Miami",493,9,1.826,1.7,1.7,"PREMIUM"
"theverge.com","native",3,"Atlanta",438,8,1.826,1.7,1.7,"PREMIUM"
"people.com","native",5,"Miami",439,8,1.822,1.7,1.7,"PREMIUM"
"nytimes.com","video",4,"Miami",438,8,1.826,1.7,1.7,"PREMIUM"
"washingtonpost.com","video",4,"Dallas-Ft. Worth",493,9,1.826,1.7,1.7,"PREMIUM"
"foxnews.com","native",4,"Houston",438,8,1.826,1.7,1.7,"PREMIUM"
"bbc.com","native",3,"Philadelphia",492,9,1.829,1.7,1.7,"PREMIUM"
"espn.com","banner",3,"Houston",930,17,1.828,1.7,1.7,"PREMIUM"
"tmz.com","video",5,"Phoenix",439,8,1.822,1.7,1.7,"PREMIUM"
"cnet.com","native",1,"Chicago",493,9,1.826,1.7,1.7,"PREMIUM"
"techcrunch.com","native",1,"Miami",442,8,1.81,1.69,1.69,"PREMIUM"
"buzzfeed.com","video",1,"Los Angeles",496,9,1.815,1.69,1.69,"PREMIUM"
"people.com","video",4,"Dallas-Ft. Worth",441,8,1.814,1.69,1.69,"PREMIUM"
"theverge.com","video",7,"Miami",444,8,1.802,1.68,1.68,"PREMIUM"
"weather.com","video",5,"Miami",443,8,1.806,1.68,1.68,"PREMIUM"
"tmz.com","video",3,"Dallas-Ft. Worth",443,8,1.806,1.68,1.68,"PREMIUM"
"cnn.com","native",1,"Miami",499,9,1.804,1.68,1.68,"PREMIUM"
"weather.com","video",3,"Miami",500,9,1.8,1.68,1.68,"PREMIUM"
"espn.com","native",4,"Dallas-Ft. Worth",444,8,1.802,1.68,1.68,"PREMIUM"
"tmz.com","native",1,"New York",499,9,1.804,1.68,1.68,"PREMIUM"
"foxnews.com","video",1,"Houston",447,8,1.79,1.67,1.67,"PREMIUM"
"washingtonpost.com","video",1,"Phoenix",446,8,1.794,1.67,1.67,"PREMIUM"
"washingtonpost.com","video",4,"Los Angeles",447,8,1.79,1.67,1.67,"PREMIUM"
"forbes.com","native",3,"Philadelphia",446,8,1.794,1.67,1.67,"PREMIUM"
"foxnews.com","native",1,"Denver",446,8,1.794,1.67,1.67,"PREMIUM"
"techcrunch.com","video",2,"Houston",450,8,1.778,1.66,1.66,"PREMIUM"
"tmz.com","native",7,"Chicago",448,8,1.786,1.66,1.66,"PREMIUM"
"theverge.com","banner",7,"Miami",953,17,1.784,1.66,1.66,"PREMIUM"
"weather.com","native",4,"Los Angeles",449,8,1.782,1.66,1.66,"PREMIUM"
"techcrunch.com","native",4,"Houston",448,8,1.786,1.66,1.66,"PREMIUM"
"espn.com","video",7,"Phoenix",504,9,1.786,1.66,1.66,"PREMIUM"
"tmz.com","native",4,"New York",504,9,1.786,1.66,1.66,"PREMIUM"
"weather.com","native",4,"Denver",505,9,1.782,1.66,1.66,"PREMIUM"
"nytimes.com","native",4,"Los Angeles",451,8,1.774,1.65,1.65,"PREMIUM"
"techcrunch.com","banner",3,"New York",958,17,1.775,1.65,1.65,"PREMIUM"
"theverge.com","video",4,"New York",507,9,1.775,1.65,1.65,"PREMIUM"
"cnet.com","video",1,"Miami",451,8,1.774,1.65,1.65,"PREMIUM"
"theverge.com","video",7,"New York",452,8,1.77,1.65,1.65,"PREMIUM"
"nytimes.com","video",7,"Phoenix",507,9,1.775,1.65,1.65,"PREMIUM"
"weather.com","banner",3,"Miami",962,17,1.767,1.65,1.65,"PREMIUM"
"weather.com","native",4,"Houston",454,8,1.762,1.64,1.64,"PREMIUM"
"techcrunch.com","native",5,"Denver",454,8,1.762,1.64,1.64,"PREMIUM"
"tmz.com","native",3,"Miami",454,8,1.762,1.64,1.64,"PREMIUM"
"bbc.com","native",4,"Houston",510,9,1.765,1.64,1.64,"PREMIUM"
"forbes.com","native",4,"Houston",458,8,1.747,1.63,1.63,"PREMIUM"
"techcrunch.com","native",1,"Atlanta",456,8,1.754,1.63,1.63,"PREMIUM"
"bbc.com","native",5,"Atlanta",457,8,1.751,1.63,1.63,"PREMIUM"
"buzzfeed.com","native",3,"Atlanta",458,8,1.747,1.63,1.63,"PREMIUM"
"forbes.com","native",7,"Phoenix",458,8,1.747,1.63,1.63,"PREMIUM"
"tmz.com","video",3,"Miami",456,8,1.754,1.63,1.63,"PREMIUM"
"forbes.com","video",7,"Denver",527,11,2.087,1.94,1.94,"PREMIUM"
"techcrunch.com","native",4,"Chicago",480,10,2.083,1.94,1.94,"PREMIUM"
"people.com","native",1,"Philadelphia",431,9,2.088,1.94,1.94,"PREMIUM"
"cnet.com","native",1,"Houston",480,10,2.083,1.94,1.94,"PREMIUM"
"techcrunch.com","native",3,"Denver",480,10,2.083,1.94,1.94,"PREMIUM"
"variety.com","native",1,"Los Angeles",528,11,2.083,1.94,1.94,"PREMIUM"
"theverge.com","video",6,"Houston",432,9,2.083,1.94,1.94,"PREMIUM"
"theverge.com","native",7,"Los Angeles",480,10,2.083,1.94,1.94,"PREMIUM"
"forbes.com","native",7,"New York",479,10,2.088,1.94,1.94,"PREMIUM"
"washingtonpost.com","video",3,"Phoenix",483,10,2.07,1.93,1.93,"PREMIUM"
"people.com","video",6,"Atlanta",531,11,2.072,1.93,1.93,"PREMIUM"
"espn.com","native",5,"New York",483,10,2.07,1.93,1.93,"PREMIUM"
"foxnews.com","video",7,"Miami",483,10,2.07,1.93,1.93,"PREMIUM"
"tmz.com","native",1,"Denver",484,10,2.066,1.92,1.92,"PREMIUM"
"bbc.com","native",7,"Los Angeles",436,9,2.064,1.92,1.92,"PREMIUM"
"buzzfeed.com","video",7,"Los Angeles",484,10,2.066,1.92,1.92,"PREMIUM"
"techcrunch.com","native",7,"Denver",436,9,2.064,1.92,1.92,"PREMIUM"
"people.com","video",3,"Denver",484,10,2.066,1.92,1.92,"PREMIUM"
"variety.com","native",7,"Philadelphia",485,10,2.062,1.92,1.92,"PREMIUM"
"tmz.com","native",7,"Houston",486,10,2.058,1.92,1.92,"PREMIUM"
"cnn.com","native",3,"Houston",488,10,2.049,1.91,1.91,"PREMIUM"
"people.com","video",5,"Denver",488,10,2.049,1.91,1.91,"PREMIUM"
"techcrunch.com","native",7,"Philadelphia",439,9,2.05,1.91,1.91,"PREMIUM"
"foxnews.com","video",1,"Los Angeles",438,9,2.055,1.91,1.91,"PREMIUM"
"buzzfeed.com","native",1,"New York",491,10,2.037,1.9,1.9,"PREMIUM"
"bbc.com","native",1,"Los Angeles",490,10,2.041,1.9,1.9,"PREMIUM"
"buzzfeed.com","video",3,"Dallas-Ft. Worth",489,10,2.045,1.9,1.9,"PREMIUM"
"weather.com","native",4,"Phoenix",441,9,2.041,1.9,1.9,"PREMIUM"
"techcrunch.com","native",2,"Los Angeles",489,10,2.045,1.9,1.9,"PREMIUM"
"buzzfeed.com","native",7,"Phoenix",490,10,2.041,1.9,1.9,"PREMIUM"
"buzzfeed.com","native",7,"Atlanta",442,9,2.036,1.9,1.9,"PREMIUM"
"buzzfeed.com","native",5,"Miami",442,9,2.036,1.9,1.9,"PREMIUM"
"weather.com","native",1,"Philadelphia",490,10,2.041,1.9,1.9,"PREMIUM"
"techcrunch.com","video",5,"Dallas-Ft. Worth",442,9,2.036,1.9,1.9,"PREMIUM"
"cnn.com","video",3,"Miami",489,10,2.045,1.9,1.9,"PREMIUM"
"people.com","video",5,"Miami",491,10,2.037,1.9,1.9,"PREMIUM"
"cnn.com","native",4,"New York",490,10,2.041,1.9,1.9,"PREMIUM"
"cnn.com","native",3,"Los Angeles",494,10,2.024,1.89,1.89,"PREMIUM"
"buzzfeed.com","video",5,"Chicago",494,10,2.024,1.89,1.89,"PREMIUM"
"espn.com","video",6,"Philadelphia",542,11,2.03,1.89,1.89,"PREMIUM"
"foxnews.com","video",7,"Houston",493,10,2.028,1.89,1.89,"PREMIUM"
"people.com","video",7,"Phoenix",493,10,2.028,1.89,1.89,"PREMIUM"
"people.com","video",4,"Houston",494,10,2.024,1.89,1.89,"PREMIUM"
"people.com","video",7,"Chicago",496,10,2.016,1.88,1.88,"PREMIUM"
"variety.com","native",4,"New York",496,10,2.016,1.88,1.88,"PREMIUM"
"theverge.com","native",6,"Miami",495,10,2.02,1.88,1.88,"PREMIUM"
"people.com","video",1,"Denver",496,10,2.016,1.88,1.88,"PREMIUM"
"buzzfeed.com","video",4,"Philadelphia",445,9,2.022,1.88,1.88,"PREMIUM"
"theverge.com","banner",3,"Denver",914,8,0.875,0.82,0.82,"STANDARD"
"cnet.com","banner",1,"Houston",1021,9,0.881,0.82,0.82,"STANDARD"
"washingtonpost.com","native",2,"Atlanta",454,4,0.881,0.82,0.82,"STANDARD"
"variety.com","native",3,"Phoenix",452,4,0.885,0.82,0.82,"STANDARD"
"cnn.com","native",3,"Dallas-Ft. Worth",454,4,0.881,0.82,0.82,"STANDARD"
"foxnews.com","video",4,"Chicago",455,4,0.879,0.82,0.82,"STANDARD"
"buzzfeed.com","native",5,"Atlanta",456,4,0.877,0.82,0.82,"STANDARD"
"theverge.com","video",4,"Houston",454,4,0.881,0.82,0.82,"STANDARD"
"buzzfeed.com","native",4,"Miami",452,4,0.885,0.82,0.82,"STANDARD"
"forbes.com","banner",4,"Miami",916,8,0.873,0.81,0.81,"STANDARD"
"cnn.com","banner",3,"Chicago",918,8,0.871,0.81,0.81,"STANDARD"
"buzzfeed.com","banner",6,"Miami",917,8,0.872,0.81,0.81,"STANDARD"
"techcrunch.com","banner",1,"Los Angeles",915,8,0.874,0.81,0.81,"STANDARD"
"foxnews.com","native",6,"Atlanta",461,4,0.868,0.81,0.81,"STANDARD"
"buzzfeed.com","video",4,"Dallas-Ft. Worth",462,4,0.866,0.81,0.81,"STANDARD"
"cnn.com","video",6,"Dallas-Ft. Worth",461,4,0.868,0.81,0.81,"STANDARD"
"forbes.com","video",5,"Houston",459,4,0.871,0.81,0.81,"STANDARD"
"washingtonpost.com","video",1,"Philadelphia",458,4,0.873,0.81,0.81,"STANDARD"
"people.com","video",6,"Phoenix",461,4,0.868,0.81,0.81,"STANDARD"
"cnn.com","banner",4,"Houston",925,8,0.865,0.81,0.81,"STANDARD"
"foxnews.com","video",1,"New York",462,4,0.866,0.81,0.81,"STANDARD"
"washingtonpost.com","native",6,"Phoenix",458,4,0.873,0.81,0.81,"STANDARD"
"cnet.com","video",5,"Miami",462,4,0.866,0.81,0.81,"STANDARD"
"nytimes.com","native",2,"Chicago",460,4,0.87,0.81,0.81,"STANDARD"
"cnn.com","banner",3,"Dallas-Ft. Worth",924,8,0.866,0.81,0.81,"STANDARD"
"variety.com","video",5,"Los Angeles",459,4,0.871,0.81,0.81,"STANDARD"
"espn.com","native",6,"Denver",462,4,0.866,0.81,0.81,"STANDARD"
"foxnews.com","video",7,"Phoenix",461,4,0.868,0.81,0.81,"STANDARD"
"tmz.com","video",5,"Atlanta",460,4,0.87,0.81,0.81,"STANDARD"
"foxnews.com","native",5,"Chicago",459,4,0.871,0.81,0.81,"STANDARD"
"weather.com","banner",5,"Houston",928,8,0.862,0.8,0.8,"STANDARD"
"cnet.com","native",2,"Phoenix",465,4,0.86,0.8,0.8,"STANDARD"
"cnet.com","native",1,"New York",467,4,0.857,0.8,0.8,"DISCOUNT"
"weather.com","banner",3,"Atlanta",934,8,0.857,0.8,0.8,"DISCOUNT"
"techcrunch.com","banner",4,"Dallas-Ft. Worth",1043,9,0.863,0.8,0.8,"STANDARD"
"cnn.com","video",4,"Denver",466,4,0.858,0.8,0.8,"DISCOUNT"
"people.com","banner",4,"Houston",928,8,0.862,0.8,0.8,"STANDARD"
"washingtonpost.com","video",2,"Houston",468,4,0.855,0.8,0.8,"DISCOUNT"
"buzzfeed.com","video",3,"Philadelphia",463,4,0.864,0.8,0.8,"STANDARD"
"espn.com","banner",1,"Dallas-Ft. Worth",936,8,0.855,0.8,0.8,"DISCOUNT"
"variety.com","native",2,"Philadelphia",464,4,0.862,0.8,0.8,"STANDARD"
"bbc.com","banner",7,"Chicago",934,8,0.857,0.8,0.8,"DISCOUNT"
"tmz.com","video",5,"Los Angeles",463,4,0.864,0.8,0.8,"STANDARD"
"cnet.com","banner",3,"Chicago",932,8,0.858,0.8,0.8,"DISCOUNT"
"theverge.com","banner",3,"Houston",937,8,0.854,0.8,0.8,"DISCOUNT"
"people.com","banner",1,"Atlanta",929,8,0.861,0.8,0.8,"STANDARD"
"theverge.com","video",2,"New York",466,4,0.858,0.8,0.8,"DISCOUNT"
"tmz.com","video",1,"Denver",467,4,0.857,0.8,0.8,"DISCOUNT"
"bbc.com","video",1,"New York",467,4,0.857,0.8,0.8,"DISCOUNT"
"cnn.com","native",1,"Dallas-Ft. Worth",467,4,0.857,0.8,0.8,"DISCOUNT"
"cnn.com","native",6,"Miami",467,4,0.857,0.8,0.8,"DISCOUNT"
"foxnews.com","native",1,"Phoenix",466,4,0.858,0.8,0.8,"DISCOUNT"
"bbc.com","native",5,"Chicago",467,4,0.857,0.8,0.8,"DISCOUNT"
"cnn.com","native",4,"Dallas-Ft. Worth",464,4,0.862,0.8,0.8,"STANDARD"
"washingtonpost.com","native",6,"Dallas-Ft. Worth",463,4,0.864,0.8,0.8,"STANDARD"
"techcrunch.com","banner",4,"Miami",937,8,0.854,0.8,0.8,"DISCOUNT"
"cnn.com","native",6,"Philadelphia",463,4,0.864,0.8,0.8,"STANDARD"
"bbc.com","native",6,"Philadelphia",466,4,0.858,0.8,0.8,"DISCOUNT"
"buzzfeed.com","banner",4,"Los Angeles",930,8,0.86,0.8,0.8,"STANDARD"
"weather.com","banner",4,"Dallas-Ft. Worth",935,8,0.856,0.8,0.8,"DISCOUNT"
"foxnews.com","native",6,"Phoenix",464,4,0.862,0.8,0.8,"STANDARD"
"nytimes.com","video",1,"Houston",465,4,0.86,0.8,0.8,"STANDARD"
"buzzfeed.com","video",2,"Chicago",465,4,0.86,0.8,0.8,"STANDARD"
"foxnews.com","banner",1,"Atlanta",945,4,0.423,0.39,0.39,"DISCOUNT"
"bbc.com","banner",1,"Denver",951,4,0.421,0.39,0.39,"DISCOUNT"
"foxnews.com","video",6,"Dallas-Ft. Worth",474,2,0.422,0.39,0.39,"DISCOUNT"
"cnet.com","video",2,"Chicago",483,2,0.414,0.39,0.39,"DISCOUNT"
"tmz.com","native",5,"Miami",481,2,0.416,0.39,0.39,"DISCOUNT"
"theverge.com","native",2,"Chicago",481,2,0.416,0.39,0.39,"DISCOUNT"
"buzzfeed.com","banner",4,"Houston",949,4,0.421,0.39,0.39,"DISCOUNT"
"cnn.com","banner",7,"Chicago",960,4,0.417,0.39,0.39,"DISCOUNT"
"forbes.com","video",6,"Miami",481,2,0.416,0.39,0.39,"DISCOUNT"
"nytimes.com","video",2,"Denver",473,2,0.423,0.39,0.39,"DISCOUNT"
"forbes.com","banner",7,"Phoenix",954,4,0.419,0.39,0.39,"DISCOUNT"
"forbes.com","banner",4,"Chicago",986,4,0.406,0.38,0.38,"DISCOUNT"
"bbc.com","banner",5,"Dallas-Ft. Worth",989,4,0.404,0.38,0.38,"DISCOUNT"
"forbes.com","banner",7,"Philadelphia",975,4,0.41,0.38,0.38,"DISCOUNT"
"bbc.com","banner",1,"Phoenix",968,4,0.413,0.38,0.38,"DISCOUNT"
"foxnews.com","banner",1,"Phoenix",985,4,0.406,0.38,0.38,"DISCOUNT"
"variety.com","native",2,"Atlanta",487,2,0.411,0.38,0.38,"DISCOUNT"
"nytimes.com","video",6,"Phoenix",467,5,1.071,1,1,"STANDARD"
"buzzfeed.com","banner",1,"Miami",933,10,1.072,1,1,"STANDARD"
"people.com","native",2,"Phoenix",466,5,1.073,1,1,"STANDARD"
"washingtonpost.com","banner",1,"Houston",928,10,1.078,1,1,"STANDARD"
"espn.com","native",2,"New York",467,5,1.071,1,1,"STANDARD"
"espn.com","video",5,"Philadelphia",464,5,1.078,1,1,"STANDARD"
"cnn.com","banner",7,"Miami",1028,11,1.07,1,1,"STANDARD"
"theverge.com","banner",4,"New York",930,10,1.075,1,1,"STANDARD"
"techcrunch.com","video",2,"New York",467,5,1.071,1,1,"STANDARD"
"espn.com","video",1,"Philadelphia",467,5,1.071,1,1,"STANDARD"
"washingtonpost.com","native",2,"New York",466,5,1.073,1,1,"STANDARD"
"nytimes.com","banner",3,"Los Angeles",934,10,1.071,1,1,"STANDARD"
"techcrunch.com","native",4,"Philadelphia",464,5,1.078,1,1,"STANDARD"
"weather.com","video",3,"Philadelphia",464,5,1.078,1,1,"STANDARD"
"theverge.com","banner",7,"Dallas-Ft. Worth",928,10,1.078,1,1,"STANDARD"
"tmz.com","video",4,"Dallas-Ft. Worth",464,5,1.078,1,1,"STANDARD"
"cnn.com","banner",7,"Dallas-Ft. Worth",929,10,1.076,1,1,"STANDARD"
"cnet.com","native",5,"Miami",466,5,1.073,1,1,"STANDARD"
"espn.com","native",2,"Miami",467,5,1.071,1,1,"STANDARD"
"forbes.com","video",7,"Miami",469,5,1.066,0.99,0.99,"STANDARD"
"espn.com","banner",1,"Los Angeles",1036,11,1.062,0.99,0.99,"STANDARD"
"cnet.com","video",5,"Dallas-Ft. Worth",472,5,1.059,0.99,0.99,"STANDARD"
"forbes.com","native",4,"Philadelphia",468,5,1.068,0.99,0.99,"STANDARD"
"cnet.com","banner",3,"Philadelphia",942,10,1.062,0.99,0.99,"STANDARD"
"bbc.com","native",6,"Phoenix",468,5,1.068,0.99,0.99,"STANDARD"
"nytimes.com","video",5,"New York",468,5,1.068,0.99,0.99,"STANDARD"
"theverge.com","banner",1,"Denver",943,10,1.06,0.99,0.99,"STANDARD"
"espn.com","native",2,"Los Angeles",470,5,1.064,0.99,0.99,"STANDARD"
"tmz.com","banner",1,"Dallas-Ft. Worth",945,10,1.058,0.99,0.99,"STANDARD"
"cnn.com","native",6,"Dallas-Ft. Worth",472,5,1.059,0.99,0.99,"STANDARD"
"variety.com","native",6,"Denver",472,5,1.059,0.99,0.99,"STANDARD"
"theverge.com","native",1,"Chicago",470,5,1.064,0.99,0.99,"STANDARD"
"techcrunch.com","native",3,"Philadelphia",470,5,1.064,0.99,0.99,"STANDARD"
"cnet.com","native",2,"Chicago",471,5,1.062,0.99,0.99,"STANDARD"
"espn.com","banner",4,"Atlanta",940,10,1.064,0.99,0.99,"STANDARD"
"cnn.com","native",5,"Miami",471,5,1.062,0.99,0.99,"STANDARD"
"theverge.com","banner",3,"New York",937,10,1.067,0.99,0.99,"STANDARD"
"techcrunch.com","native",5,"Phoenix",468,5,1.068,0.99,0.99,"STANDARD"
"espn.com","banner",6,"Denver",937,10,1.067,0.99,0.99,"STANDARD"
"washingtonpost.com","banner",4,"Atlanta",938,10,1.066,0.99,0.99,"STANDARD"
"people.com","native",2,"New York",471,5,1.062,0.99,0.99,"STANDARD"
"techcrunch.com","native",6,"Houston",469,5,1.066,0.99,0.99,"STANDARD"
"people.com","banner",7,"Philadelphia",941,10,1.063,0.99,0.99,"STANDARD"
"forbes.com","video",2,"Miami",468,5,1.068,0.99,0.99,"STANDARD"
"espn.com","video",6,"New York",468,5,1.068,0.99,0.99,"STANDARD"
"foxnews.com","native",5,"Denver",475,5,1.053,0.98,0.98,"STANDARD"
"foxnews.com","video",4,"Dallas-Ft. Worth",476,5,1.05,0.98,0.98,"STANDARD"
"variety.com","video",4,"Dallas-Ft. Worth",475,5,1.053,0.98,0.98,"STANDARD"
"cnet.com","banner",3,"Houston",954,10,1.048,0.98,0.98,"STANDARD"
"nytimes.com","video",5,"Atlanta",473,5,1.057,0.98,0.98,"STANDARD"
"espn.com","native",5,"Phoenix",477,5,1.048,0.98,0.98,"STANDARD"
"forbes.com","native",3,"Phoenix",476,5,1.05,0.98,0.98,"STANDARD"
"bbc.com","banner",4,"New York",949,10,1.054,0.98,0.98,"STANDARD"
"foxnews.com","banner",5,"New York",935,2,0.214,0.2,0.3,"DISCOUNT"
"cnn.com","banner",6,"Chicago",910,2,0.22,0.2,0.3,"DISCOUNT"
"foxnews.com","video",6,"New York",476,1,0.21,0.2,0.3,"DISCOUNT"
"tmz.com","video",2,"Houston",475,1,0.211,0.2,0.3,"DISCOUNT"
"weather.com","banner",6,"Miami",945,2,0.212,0.2,0.3,"DISCOUNT"
"buzzfeed.com","banner",6,"Denver",917,2,0.218,0.2,0.3,"DISCOUNT"
"washingtonpost.com","banner",2,"Los Angeles",924,2,0.216,0.2,0.3,"DISCOUNT"
"people.com","banner",2,"New York",943,2,0.212,0.2,0.3,"DISCOUNT"
"variety.com","native",6,"Philadelphia",468,1,0.214,0.2,0.3,"DISCOUNT"
"bbc.com","banner",3,"Dallas-Ft. Worth",941,2,0.213,0.2,0.3,"DISCOUNT"
"nytimes.com","native",2,"Phoenix",457,1,0.219,0.2,0.3,"DISCOUNT"
"foxnews.com","native",2,"Atlanta",455,1,0.22,0.2,0.3,"DISCOUNT"
"foxnews.com","video",1,"Phoenix",459,1,0.218,0.2,0.3,"DISCOUNT"
"bbc.com","native",5,"Philadelphia",463,1,0.216,0.2,0.3,"DISCOUNT"
"techcrunch.com","native",2,"Denver",460,1,0.217,0.2,0.3,"DISCOUNT"
"tmz.com","native",2,"Houston",465,1,0.215,0.2,0.3,"DISCOUNT"
"bbc.com","banner",3,"Philadelphia",923,2,0.217,0.2,0.3,"DISCOUNT"
"cnn.com","banner",6,"Philadelphia",939,2,0.213,0.2,0.3,"DISCOUNT"
"foxnews.com","banner",4,"Miami",920,2,0.217,0.2,0.3,"DISCOUNT"
"tmz.com","banner",5,"Philadelphia",950,2,0.211,0.2,0.3,"DISCOUNT"
"nytimes.com","video",6,"Miami",475,1,0.211,0.2,0.3,"DISCOUNT"
"techcrunch.com","native",6,"Philadelphia",462,1,0.216,0.2,0.3,"DISCOUNT"
"foxnews.com","banner",6,"Philadelphia",932,2,0.215,0.2,0.3,"DISCOUNT"
"buzzfeed.com","banner",2,"Atlanta",953,2,0.21,0.2,0.3,"DISCOUNT"
"theverge.com","banner",5,"Philadelphia",1000,2,0.2,0.19,0.3,"DISCOUNT"
"weather.com","banner",2,"Houston",969,2,0.206,0.19,0.3,"DISCOUNT"
"people.com","banner",2,"Atlanta",1001,2,0.2,0.19,0.3,"DISCOUNT"
"cnn.com","banner",5,"Philadelphia",997,2,0.201,0.19,0.3,"DISCOUNT"
"variety.com","video",5,"Phoenix",493,1,0.203,0.19,0.3,"DISCOUNT"
"tmz.com","banner",4,"Houston",958,2,0.209,0.19,0.3,"DISCOUNT"
"foxnews.com","video",4,"Atlanta",490,1,0.204,0.19,0.3,"DISCOUNT"
"cnn.com","banner",2,"Philadelphia",980,2,0.204,0.19,0.3,"DISCOUNT"
"weather.com","banner",6,"Atlanta",966,2,0.207,0.19,0.3,"DISCOUNT"
"foxnews.com","video",2,"Dallas-Ft. Worth",494,1,0.202,0.19,0.3,"DISCOUNT"
"theverge.com","banner",5,"Chicago",970,2,0.206,0.19,0.3,"DISCOUNT"
"tmz.com","banner",5,"Denver",971,2,0.206,0.19,0.3,"DISCOUNT"
"cnet.com","banner",2,"Houston",960,2,0.208,0.19,0.3,"DISCOUNT"
"cnn.com","banner",2,"Miami",986,2,0.203,0.19,0.3,"DISCOUNT"
"cnet.com","video",2,"Atlanta",496,1,0.202,0.19,0.3,"DISCOUNT"
"nytimes.com","native",6,"Philadelphia",496,1,0.202,0.19,0.3,"DISCOUNT"
"cnn.com","video",2,"Philadelphia",490,1,0.204,0.19,0.3,"DISCOUNT"
"nytimes.com","native",2,"Los Angeles",479,1,0.209,0.19,0.3,"DISCOUNT"
"techcrunch.com","video",5,"Denver",495,1,0.202,0.19,0.3,"DISCOUNT"
"buzzfeed.com","banner",6,"Chicago",967,2,0.207,0.19,0.3,"DISCOUNT"
