"DOMAIN","COMPANY_NAME","COMPANY_INDUSTRY","COMPANY_REVENUE","COMPANY_SIZE","JOURNEY_STAGE","TOTAL_VISITS","TOTAL_VISITORS","PURCHASE_SCORE","PREDICTED_ACCOUNT_VALUE","SCORE_TIER"
"core-group.com","Core Group","Hospital & Health Care","Medium-Large ($50MM-$100MM)","Medium-Large (500-999)","Aware",8,3,0.166,132,"COLD"
"blue-digital.com","Blue Digital","Legal Services","XLarge ($200MM-$1B)","Large (1,000-4,999)","Engaged",68,5,0.436,874,"WARM"
"peak-group.com","Peak Group","Software / Information Technology","Medium-Small ($10MM-$50MM)","Medium (200-499)","Opportunity",359,19,0.850,844,"HOT"
"core-media.com","Core Media","Automotive","Medium-Small ($10MM-$50MM)","Medium-Small (50-199)","Unaware",1,1,0.052,164,"COLD"
"nova-media.com","Nova Media","Management Consulting","Large ($100MM-$200MM)","Medium-Large (500-999)","Engaged",70,9,0.440,219,"WARM"
"clear-digital.com","Clear Digital","Education Management","XLarge ($200MM-$1B)","XLarge (5,000-10,000)","Unaware",4,1,0.058,560,"COLD"
"bright-solutions.com","Bright Solutions","E-Learning","Medium-Small ($10MM-$50MM)","Medium-Small (50-199)","Unaware",2,1,0.054,189,"COLD"
"cyber-labs.com","Cyber Labs","Health, Wellness and Fitness","Small ($1MM-$10MM)","Medium-Small (50-199)","Unaware",3,1,0.056,105,"COLD"
"global-digital.com","Global Digital","Retail","Medium-Small ($10MM-$50MM)","Medium (200-499)","Engaged",14,4,0.428,209,"WARM"
"peak-digital.com","Peak Digital","Logistics and Supply Chain","XLarge ($200MM-$1B)","Large (1,000-4,999)","Aware",10,5,0.170,634,"COLD"
"cyber-labs.com","Cyber Labs","Marketing and Advertising","XLarge ($200MM-$1B)","XLarge (5,000-10,000)","Opportunity",400,40,0.750,1399,"HOT"
"acme-solutions.com","Acme Solutions","Marketing and Advertising","Medium-Small ($10MM-$50MM)","Medium (200-499)","Unaware",2,1,0.054,71,"COLD"
"nexus-net.com","Nexus Net","Financial Services","Micro ($0-$1MM)","Small (10-49)","Unaware",1,1,0.052,205,"COLD"
"clear-media.com","Clear Media","Logistics and Supply Chain","Medium-Large ($50MM-$100MM)","Medium (200-499)","Unaware",2,1,0.054,81,"COLD"
"green-solutions.com","Green Solutions","Marketing and Advertising","Medium-Small ($10MM-$50MM)","Medium (200-499)","Unaware",1,1,0.052,247,"COLD"
"smart-data.com","Smart Data","Software / Information Technology","Medium-Small ($10MM-$50MM)","Medium (200-499)","Aware",17,5,0.284,250,"COLD"
"atlas-media.com","Atlas Media","Marketing and Advertising","XLarge ($200MM-$1B)","XLarge (5,000-10,000)","Opportunity",389,40,0.750,1503,"HOT"
"green-digital.com","Green Digital","Hospital & Health Care","Small ($1MM-$10MM)","Small (10-49)","Aware",14,4,0.178,141,"COLD"
"global-group.com","Global Group","Marketing and Advertising","Medium-Small ($10MM-$50MM)","Medium (200-499)","Unaware",1,1,0.052,163,"COLD"
"core-solutions.com","Core Solutions","Food & Beverages","Micro ($0-$1MM)","Micro (1-9)","Aware",9,5,0.168,212,"COLD"
"nova-systems.com","Nova Systems","Marketing and Advertising","Small ($1MM-$10MM)","Small (10-49)","MQL",128,25,0.706,385,"HOT"
"prime-corp.com","Prime Corp","Financial Services","Micro ($0-$1MM)","Micro (1-9)","Aware",11,5,0.172,132,"COLD"
"blue-solutions.com","Blue Solutions","Retail","Micro ($0-$1MM)","Micro (1-9)","Aware",13,3,0.276,241,"COLD"
"smart-io.com","Smart Io","Hospital & Health Care","Small ($1MM-$10MM)","Medium-Small (50-199)","Unaware",3,1,0.056,99,"COLD"
"core-hub.com","Core Hub","Marketing and Advertising","Medium-Large ($50MM-$100MM)","Medium (200-499)","Aware",13,3,0.176,77,"COLD"
"rapid-inc.com","Rapid Inc","Software / Information Technology","Small ($1MM-$10MM)","Small (10-49)","Unaware",4,1,0.158,133,"COLD"
"blue-group.com","Blue Group","Entertainment","Small ($1MM-$10MM)","Medium-Small (50-199)","Aware",11,2,0.172,131,"COLD"
"clear-group.com","Clear Group","Construction","Micro ($0-$1MM)","Small (10-49)","Unaware",5,1,0.060,178,"COLD"
"apex-solutions.com","Apex Solutions","Automotive","Medium-Large ($50MM-$100MM)","Medium (200-499)","Aware",7,3,0.164,228,"COLD"
"prime-corp.com","Prime Corp","Food & Beverages","Medium-Small ($10MM-$50MM)","Medium (200-499)","MQL",143,30,0.736,396,"HOT"
"bright-net.com","Bright Net","Education Management","Medium-Large ($50MM-$100MM)","Medium-Large (500-999)","Unaware",2,1,0.054,58,"COLD"
"clear-io.com","Clear Io","Education Management","Micro ($0-$1MM)","Micro (1-9)","Engaged",85,13,0.470,368,"WARM"
"peak-inc.com","Peak Inc","Hospital & Health Care","Micro ($0-$1MM)","Micro (1-9)","Unaware",3,1,0.056,102,"COLD"
"nova-works.com","Nova Works","Education Management","Small ($1MM-$10MM)","Medium-Small (50-199)","Engaged",47,7,0.394,319,"WARM"
"core-group.com","Core Group","Marketing and Advertising","Small ($1MM-$10MM)","Medium-Small (50-199)","Unaware",2,1,0.054,120,"COLD"
"nexus-io.com","Nexus Io","Hospital & Health Care","Micro ($0-$1MM)","Small (10-49)","MQL",177,8,0.750,533,"HOT"
"vertex-cloud.com","Vertex Cloud","Hospital & Health Care","Medium-Large ($50MM-$100MM)","Medium (200-499)","Unaware",5,1,0.060,105,"COLD"
"green-data.com","Green Data","Software / Information Technology","Micro ($0-$1MM)","Micro (1-9)","MQL",34,25,0.618,208,"HOT"
"global-solutions.com","Global Solutions","Health, Wellness and Fitness","Micro ($0-$1MM)","Micro (1-9)","Unaware",2,1,0.054,68,"COLD"
"blue-net.com","Blue Net","Legal Services","Medium-Large ($50MM-$100MM)","Medium (200-499)","Unaware",4,1,0.058,203,"COLD"
"atlas-io.com","Atlas Io","Education Management","Small ($1MM-$10MM)","Medium-Small (50-199)","Unaware",5,1,0.060,257,"COLD"
"smart-inc.com","Smart Inc","Marketing and Advertising","Small ($1MM-$10MM)","Small (10-49)","Aware",13,3,0.176,166,"COLD"
"peak-digital.com","Peak Digital","Retail","Medium-Small ($10MM-$50MM)","Medium (200-499)","Unaware",2,1,0.154,118,"COLD"
"cyber-cloud.com","Cyber Cloud","Real Estate","XXLarge ($1B+)","XXLarge (10,000+)","Opportunity",458,13,0.750,1467,"HOT"
"clear-corp.com","Clear Corp","Software / Information Technology","Medium-Large ($50MM-$100MM)","Medium (200-499)","Engaged",10,13,0.420,265,"WARM"
"atlas-media.com","Atlas Media","Marketing and Advertising","Micro ($0-$1MM)","Micro (1-9)","Unaware",3,1,0.056,231,"COLD"
"rapid-data.com","Rapid Data","Retail","Small ($1MM-$10MM)","Medium-Small (50-199)","Aware",22,1,0.294,232,"COLD"
"peak-corp.com","Peak Corp","Health, Wellness and Fitness","Medium-Small ($10MM-$50MM)","Medium (200-499)","MQL",194,28,0.750,552,"HOT"
"green-digital.com","Green Digital","Logistics and Supply Chain","Micro ($0-$1MM)","Small (10-49)","MQL",165,23,0.750,443,"HOT"
"nexus-media.com","Nexus Media","Consumer Goods","Medium-Small ($10MM-$50MM)","Medium-Small (50-199)","Aware",16,2,0.182,196,"COLD"
"nova-labs.com","Nova Labs","Automotive","Micro ($0-$1MM)","Micro (1-9)","Unaware",3,1,0.056,113,"COLD"
"acme-corp.com","Acme Corp","Manufacturing","Small ($1MM-$10MM)","Medium-Small (50-199)","Opportunity",140,33,0.730,367,"HOT"
"blue-hub.com","Blue Hub","Entertainment","Small ($1MM-$10MM)","Medium-Small (50-199)","Engaged",16,15,0.332,99,"WARM"
"rapid-group.com","Rapid Group","Management Consulting","Medium-Large ($50MM-$100MM)","Medium-Large (500-999)","Unaware",5,1,0.060,233,"COLD"
"clear-solutions.com","Clear Solutions","Marketing and Advertising","Medium-Large ($50MM-$100MM)","Medium (200-499)","Aware",21,4,0.192,98,"COLD"
"core-works.com","Core Works","Software / Information Technology","Medium-Small ($10MM-$50MM)","Medium (200-499)","Unaware",5,1,0.160,113,"COLD"
"green-hub.com","Green Hub","Consumer Goods","Medium-Small ($10MM-$50MM)","Medium-Small (50-199)","Unaware",1,1,0.052,196,"COLD"
"apex-digital.com","Apex Digital","Automotive","Small ($1MM-$10MM)","Small (10-49)","Unaware",2,1,0.054,56,"COLD"
"nexus-group.com","Nexus Group","Hospital & Health Care","Medium-Small ($10MM-$50MM)","Medium-Small (50-199)","Aware",19,2,0.188,149,"COLD"
"smart-hub.com","Smart Hub","Financial Services","Small ($1MM-$10MM)","Medium-Small (50-199)","MQL",110,8,0.670,340,"HOT"
"iron-corp.com","Iron Corp","Education Management","Small ($1MM-$10MM)","Small (10-49)","MQL",169,21,0.750,518,"HOT"
"nexus-net.com","Nexus Net","Real Estate","Micro ($0-$1MM)","Micro (1-9)","Unaware",5,1,0.060,213,"COLD"
"atlas-digital.com","Atlas Digital","E-Learning","Small ($1MM-$10MM)","Medium-Small (50-199)","Engaged",28,11,0.356,232,"WARM"
"blue-media.com","Blue Media","Legal Services","Small ($1MM-$10MM)","Medium-Small (50-199)","Aware",5,2,0.160,63,"COLD"
"clear-media.com","Clear Media","Logistics and Supply Chain","Small ($1MM-$10MM)","Small (10-49)","Unaware",2,1,0.054,81,"COLD"
"iron-digital.com","Iron Digital","Automotive","Large ($100MM-$200MM)","Large (1,000-4,999)","Aware",6,2,0.162,138,"COLD"
"cyber-tech.com","Cyber Tech","Management Consulting","Small ($1MM-$10MM)","Small (10-49)","Aware",7,5,0.164,240,"COLD"
"peak-hub.com","Peak Hub","Telecommunications","XLarge ($200MM-$1B)","XLarge (5,000-10,000)","MQL",34,24,0.518,787,"HOT"
"apex-solutions.com","Apex Solutions","Logistics and Supply Chain","Small ($1MM-$10MM)","Medium-Small (50-199)","Unaware",1,1,0.052,216,"COLD"
"global-corp.com","Global Corp","Manufacturing","XXLarge ($1B+)","XXLarge (10,000+)","Engaged",38,5,0.376,752,"WARM"
"global-solutions.com","Global Solutions","Marketing and Advertising","Micro ($0-$1MM)","Micro (1-9)","MQL",133,20,0.716,330,"HOT"
"apex-solutions.com","Apex Solutions","Telecommunications","Micro ($0-$1MM)","Micro (1-9)","Unaware",5,1,0.060,224,"COLD"
"swift-cloud.com","Swift Cloud","Health, Wellness and Fitness","Micro ($0-$1MM)","Micro (1-9)","Unaware",2,1,0.054,250,"COLD"
"cyber-media.com","Cyber Media","Construction","Micro ($0-$1MM)","Micro (1-9)","MQL",138,6,0.726,466,"HOT"
"vertex-data.com","Vertex Data","Software / Information Technology","Medium-Small ($10MM-$50MM)","Medium (200-499)","Aware",4,4,0.258,159,"COLD"
"vertex-inc.com","Vertex Inc","Manufacturing","Medium-Large ($50MM-$100MM)","Medium-Large (500-999)","Aware",20,4,0.190,273,"COLD"
"bright-net.com","Bright Net","Marketing and Advertising","Micro ($0-$1MM)","Small (10-49)","Engaged",29,3,0.358,112,"WARM"
"nova-group.com","Nova Group","Legal Services","Micro ($0-$1MM)","Small (10-49)","Unaware",2,1,0.054,153,"COLD"
"clear-tech.com","Clear Tech","Software / Information Technology","XLarge ($200MM-$1B)","XLarge (5,000-10,000)","Engaged",44,14,0.488,741,"WARM"
"cyber-group.com","Cyber Group","Construction","Small ($1MM-$10MM)","Small (10-49)","Aware",8,4,0.166,77,"COLD"
"nexus-media.com","Nexus Media","Telecommunications","Large ($100MM-$200MM)","Large (1,000-4,999)","Engaged",30,15,0.360,224,"WARM"
"swift-hub.com","Swift Hub","Hospital & Health Care","Micro ($0-$1MM)","Micro (1-9)","Engaged",86,7,0.472,367,"WARM"
"atlas-digital.com","Atlas Digital","Insurance","Medium-Small ($10MM-$50MM)","Medium-Small (50-199)","MQL",197,13,0.750,570,"HOT"
"atlas-io.com","Atlas Io","Marketing and Advertising","Medium-Large ($50MM-$100MM)","Medium-Large (500-999)","Engaged",67,17,0.434,381,"WARM"
"nova-works.com","Nova Works","Construction","Micro ($0-$1MM)","Micro (1-9)","Unaware",3,1,0.056,231,"COLD"
"acme-systems.com","Acme Systems","E-Learning","XXLarge ($1B+)","XXLarge (10,000+)","Engaged",60,5,0.420,806,"WARM"
"clear-cloud.com","Clear Cloud","Construction","Micro ($0-$1MM)","Micro (1-9)","Unaware",4,1,0.058,152,"COLD"
"nexus-io.com","Nexus Io","Retail","Small ($1MM-$10MM)","Small (10-49)","Unaware",4,1,0.158,187,"COLD"
"green-systems.com","Green Systems","Insurance","Small ($1MM-$10MM)","Small (10-49)","Aware",20,5,0.190,250,"COLD"
"smart-systems.com","Smart Systems","Food & Beverages","Micro ($0-$1MM)","Micro (1-9)","Unaware",5,1,0.060,128,"COLD"
"apex-hub.com","Apex Hub","E-Learning","Medium-Large ($50MM-$100MM)","Medium (200-499)","Aware",22,5,0.194,130,"COLD"
"swift-systems.com","Swift Systems","Entertainment","Micro ($0-$1MM)","Micro (1-9)","Aware",9,2,0.168,265,"COLD"
"blue-systems.com","Blue Systems","Health, Wellness and Fitness","Medium-Large ($50MM-$100MM)","Medium-Large (500-999)","Engaged",65,13,0.430,266,"WARM"
"vertex-data.com","Vertex Data","Retail","XXLarge ($1B+)","XXLarge (10,000+)","Aware",21,1,0.292,693,"COLD"
"green-group.com","Green Group","Financial Services","Small ($1MM-$10MM)","Medium-Small (50-199)","Unaware",1,1,0.052,244,"COLD"
"stellar-group.com","Stellar Group","Consumer Goods","Large ($100MM-$200MM)","Medium-Large (500-999)","Unaware",1,1,0.052,156,"COLD"
"rapid-tech.com","Rapid Tech","Education Management","Micro ($0-$1MM)","Micro (1-9)","Engaged",100,5,0.500,347,"WARM"
"peak-net.com","Peak Net","Marketing and Advertising","Medium-Small ($10MM-$50MM)","Medium (200-499)","Engaged",80,11,0.460,286,"WARM"
"global-net.com","Global Net","Health, Wellness and Fitness","Medium-Small ($10MM-$50MM)","Medium (200-499)","Opportunity",467,25,0.750,1054,"HOT"
"apex-cloud.com","Apex Cloud","Retail","XXLarge ($1B+)","XXLarge (10,000+)","Unaware",3,1,0.156,643,"COLD"
"nova-hub.com","Nova Hub","Consumer Goods","Large ($100MM-$200MM)","Large (1,000-4,999)","Engaged",42,17,0.384,272,"WARM"
"iron-works.com","Iron Works","Entertainment","Small ($1MM-$10MM)","Medium-Small (50-199)","Unaware",1,1,0.052,84,"COLD"
"atlas-labs.com","Atlas Labs","Software / Information Technology","XLarge ($200MM-$1B)","Large (1,000-4,999)","Unaware",4,1,0.158,684,"COLD"
"green-tech.com","Green Tech","Logistics and Supply Chain","Medium-Small ($10MM-$50MM)","Medium (200-499)","Unaware",1,1,0.052,183,"COLD"
"apex-inc.com","Apex Inc","Telecommunications","Medium-Small ($10MM-$50MM)","Medium (200-499)","Aware",18,6,0.186,284,"COLD"
"core-cloud.com","Core Cloud","Manufacturing","XXLarge ($1B+)","XXLarge (10,000+)","Unaware",5,1,0.060,590,"COLD"
"core-io.com","Core Io","Financial Services","Micro ($0-$1MM)","Micro (1-9)","Unaware",1,1,0.052,173,"COLD"
"acme-corp.com","Acme Corp","Automotive","Micro ($0-$1MM)","Micro (1-9)","Unaware",2,1,0.054,91,"COLD"
"global-systems.com","Global Systems","Food & Beverages","Medium-Large ($50MM-$100MM)","Medium-Large (500-999)","Unaware",3,1,0.056,233,"COLD"
"vertex-group.com","Vertex Group","Software / Information Technology","Medium-Small ($10MM-$50MM)","Medium-Small (50-199)","Aware",8,3,0.266,235,"COLD"
"apex-cloud.com","Apex Cloud","Telecommunications","Small ($1MM-$10MM)","Small (10-49)","MQL",227,28,0.750,591,"HOT"
"peak-cloud.com","Peak Cloud","Education Management","Large ($100MM-$200MM)","Large (1,000-4,999)","Unaware",2,1,0.054,75,"COLD"
"core-hub.com","Core Hub","Retail","Medium-Large ($50MM-$100MM)","Medium-Large (500-999)","Opportunity",296,33,0.850,643,"HOT"
"clear-labs.com","Clear Labs","Telecommunications","Micro ($0-$1MM)","Micro (1-9)","Engaged",56,10,0.412,345,"WARM"
"nexus-solutions.com","Nexus Solutions","Legal Services","Small ($1MM-$10MM)","Medium-Small (50-199)","Unaware",3,1,0.056,145,"COLD"
"smart-tech.com","Smart Tech","Financial Services","Medium-Small ($10MM-$50MM)","Medium-Small (50-199)","Engaged",69,14,0.438,295,"WARM"
"iron-solutions.com","Iron Solutions","Software / Information Technology","Medium-Large ($50MM-$100MM)","Medium (200-499)","Unaware",4,1,0.158,256,"COLD"
"bright-hub.com","Bright Hub","Retail","Medium-Small ($10MM-$50MM)","Medium-Small (50-199)","Engaged",53,4,0.506,286,"WARM"
"acme-cloud.com","Acme Cloud","Education Management","Small ($1MM-$10MM)","Medium-Small (50-199)","Unaware",1,1,0.052,193,"COLD"
"atlas-hub.com","Atlas Hub","Financial Services","Medium-Small ($10MM-$50MM)","Medium (200-499)","Aware",19,3,0.188,178,"COLD"
"peak-solutions.com","Peak Solutions","Retail","Micro ($0-$1MM)","Micro (1-9)","Aware",9,5,0.268,118,"COLD"
"peak-net.com","Peak Net","Automotive","Micro ($0-$1MM)","Micro (1-9)","Engaged",28,6,0.356,182,"WARM"
"blue-data.com","Blue Data","Financial Services","XXLarge ($1B+)","XXLarge (10,000+)","Unaware",4,1,0.058,665,"COLD"
"peak-net.com","Peak Net","Health, Wellness and Fitness","Large ($100MM-$200MM)","Medium-Large (500-999)","Engaged",70,7,0.440,266,"WARM"
"smart-tech.com","Smart Tech","Financial Services","Micro ($0-$1MM)","Micro (1-9)","Unaware",5,1,0.060,167,"COLD"
"atlas-solutions.com","Atlas Solutions","Financial Services","Large ($100MM-$200MM)","Large (1,000-4,999)","Aware",21,3,0.192,96,"COLD"
"nova-data.com","Nova Data","Entertainment","Micro ($0-$1MM)","Small (10-49)","Aware",7,4,0.164,187,"COLD"
"iron-tech.com","Iron Tech","Marketing and Advertising","Large ($100MM-$200MM)","Large (1,000-4,999)","Aware",4,3,0.158,153,"COLD"
"acme-data.com","Acme Data","Retail","Small ($1MM-$10MM)","Small (10-49)","Unaware",3,1,0.156,235,"COLD"
"acme-io.com","Acme Io","Health, Wellness and Fitness","Micro ($0-$1MM)","Small (10-49)","Aware",3,4,0.156,215,"COLD"
"rapid-inc.com","Rapid Inc","Financial Services","XLarge ($200MM-$1B)","XLarge (5,000-10,000)","Unaware",3,1,0.056,631,"COLD"
"green-systems.com","Green Systems","Marketing and Advertising","Small ($1MM-$10MM)","Medium-Small (50-199)","Aware",18,4,0.186,246,"COLD"
"peak-corp.com","Peak Corp","Health, Wellness and Fitness","Micro ($0-$1MM)","Micro (1-9)","Unaware",1,1,0.052,166,"COLD"
"stellar-hub.com","Stellar Hub","Marketing and Advertising","Large ($100MM-$200MM)","Large (1,000-4,999)","Unaware",4,1,0.058,117,"COLD"
"core-solutions.com","Core Solutions","Financial Services","Medium-Large ($50MM-$100MM)","Medium-Large (500-999)","Engaged",89,17,0.478,372,"WARM"
"rapid-cloud.com","Rapid Cloud","Construction","Micro ($0-$1MM)","Small (10-49)","MQL",185,15,0.750,594,"HOT"
"nexus-data.com","Nexus Data","Marketing and Advertising","Medium-Large ($50MM-$100MM)","Medium-Large (500-999)","Opportunity",306,42,0.750,757,"HOT"
"rapid-systems.com","Rapid Systems","Education Management","Micro ($0-$1MM)","Micro (1-9)","Unaware",4,1,0.058,99,"COLD"
"atlas-tech.com","Atlas Tech","Marketing and Advertising","Medium-Small ($10MM-$50MM)","Medium (200-499)","Unaware",3,1,0.056,60,"COLD"
"swift-hub.com","Swift Hub","Retail","Small ($1MM-$10MM)","Medium-Small (50-199)","Engaged",94,3,0.588,383,"WARM"
"atlas-solutions.com","Atlas Solutions","Software / Information Technology","Medium-Small ($10MM-$50MM)","Medium (200-499)","Unaware",2,1,0.154,58,"COLD"
"smart-solutions.com","Smart Solutions","Marketing and Advertising","Micro ($0-$1MM)","Small (10-49)","Opportunity",52,30,0.554,266,"HOT"
"global-digital.com","Global Digital","E-Learning","Small ($1MM-$10MM)","Medium-Small (50-199)","Unaware",1,1,0.052,183,"COLD"
"swift-systems.com","Swift Systems","Manufacturing","Micro ($0-$1MM)","Micro (1-9)","Engaged",21,13,0.342,289,"WARM"
"clear-solutions.com","Clear Solutions","Insurance","Small ($1MM-$10MM)","Small (10-49)","Unaware",5,1,0.060,66,"COLD"
"green-cloud.com","Green Cloud","Retail","Small ($1MM-$10MM)","Small (10-49)","Unaware",5,1,0.160,189,"COLD"
"cyber-inc.com","Cyber Inc","Telecommunications","Small ($1MM-$10MM)","Small (10-49)","Unaware",2,1,0.054,181,"COLD"
"swift-io.com","Swift Io","Financial Services","Medium-Small ($10MM-$50MM)","Medium (200-499)","Aware",6,5,0.162,98,"COLD"
"core-labs.com","Core Labs","Retail","Micro ($0-$1MM)","Small (10-49)","Engaged",100,16,0.600,365,"WARM"
"cyber-corp.com","Cyber Corp","Software / Information Technology","Micro ($0-$1MM)","Micro (1-9)","Engaged",52,3,0.504,247,"WARM"
"vertex-labs.com","Vertex Labs","Financial Services","Small ($1MM-$10MM)","Medium-Small (50-199)","Unaware",4,1,0.058,216,"COLD"
"smart-systems.com","Smart Systems","Automotive","XLarge ($200MM-$1B)","XLarge (5,000-10,000)","Engaged",66,16,0.432,750,"WARM"
"global-corp.com","Global Corp","Manufacturing","Micro ($0-$1MM)","Micro (1-9)","Aware",9,5,0.168,194,"COLD"
"rapid-digital.com","Rapid Digital","Logistics and Supply Chain","Medium-Small ($10MM-$50MM)","Medium-Small (50-199)","Unaware",5,1,0.060,253,"COLD"
"nexus-media.com","Nexus Media","Financial Services","Micro ($0-$1MM)","Micro (1-9)","Unaware",5,1,0.060,174,"COLD"
"vertex-corp.com","Vertex Corp","Software / Information Technology","Micro ($0-$1MM)","Micro (1-9)","Aware",17,5,0.284,166,"COLD"
"cyber-solutions.com","Cyber Solutions","Software / Information Technology","Micro ($0-$1MM)","Micro (1-9)","Unaware",3,1,0.156,193,"COLD"
